Pocket Set	Domain	PDB	Chain	DOI hyperlink
PDB-PD	Q7Z3B1_PF13927_138_207	6U6T	A	http://doi.org/10.2210/pdb6U6T/pdb
PDB-PD	Q7Z3B1_PF13927_224_301	6U6T	A	http://doi.org/10.2210/pdb6U6T/pdb
PDB-PD	Q7Z434_PF16739_5_92	3J6J	E	http://doi.org/10.2210/pdb3J6J/pdb
PDB-PD	Q7Z4W1_PF13561_14_242	3D3W	A	http://doi.org/10.2210/pdb3D3W/pdb
PDB-PD	Q7Z5Q5_PF18049_198_416	4XVI	A	http://doi.org/10.2210/pdb4XVI/pdb
PDB-PD	Q7Z628_PF00169_375_501	4XH9	A	http://doi.org/10.2210/pdb4XH9/pdb
PDB-PD	Q7Z628_PF00621_178_354	4XH9	A	http://doi.org/10.2210/pdb4XH9/pdb
PDB-PD	Q7Z698_PF00568_7_119	2JP2	A	http://doi.org/10.2210/pdb2JP2/pdb
PDB-PD	Q7Z699_PF00568_10_120	3SYX	A	http://doi.org/10.2210/pdb3SYX/pdb
PDB-PD	Q7Z6A9_PF00047_41_130	6NYP	A	http://doi.org/10.2210/pdb6NYP/pdb
PDB-PD	Q7Z6E9_PF04564_253_327	3ZTG	A	http://doi.org/10.2210/pdb3ZTG/pdb
PDB-PD	Q7Z6E9_PF08783_4_76	2C7H	A	http://doi.org/10.2210/pdb2C7H/pdb
PDB-PD	Q7Z6E9_PF13696_156_176	2YSA	A	http://doi.org/10.2210/pdb2YSA/pdb
PDB-PD	Q7Z6G8_PF00536_808_874	2KIV	A	http://doi.org/10.2210/pdb2KIV/pdb
PDB-PD	Q7Z6G8_PF00536_882_946	2KIV	A	http://doi.org/10.2210/pdb2KIV/pdb
PDB-PD	Q7Z6G8_PF00640_1062_1192	2M38	A	http://doi.org/10.2210/pdb2M38/pdb
PDB-PD	Q7Z6J2_PF00595_101_187	2PNT	B	http://doi.org/10.2210/pdb2PNT/pdb
PDB-PD	Q7Z6V5_PF00383_19_126	3DH1	A	http://doi.org/10.2210/pdb3DH1/pdb
PDB-PD	Q7Z6Z7_PF00627_1317_1352	2EKK	A	http://doi.org/10.2210/pdb2EKK/pdb
PDB-PD	Q7Z6Z7_PF00632_4067_4374	3H1D	A	http://doi.org/10.2210/pdb3H1D/pdb
PDB-PD	Q7Z739_PF04146_416_551	6ZOT	B	http://doi.org/10.2210/pdb6ZOT/pdb
PDB-PD	Q7Z7C8_PF07524_29_106	4WV4	B	http://doi.org/10.2210/pdb4WV4/pdb
PDB-PD	Q7Z7C8_PF10406_145_193	7EG9	H	http://doi.org/10.2210/pdb7EG9/pdb
PDB-PD	Q7Z7D3_PF07686_40_147	4GOS	A	http://doi.org/10.2210/pdb4GOS/pdb
PDB-PD	Q7Z7E8_PF00179_255_410	2QGX	A	http://doi.org/10.2210/pdb2QGX/pdb
PDB-PD	Q86SE8_PF03066_18_121	3T30	B	http://doi.org/10.2210/pdb3T30/pdb
PDB-PD	Q86SE9_PF13923_17_56	4S3O	C	http://doi.org/10.2210/pdb4S3O/pdb
PDB-PD	Q86SF2_PF00652_533_649	6IWR	F	http://doi.org/10.2210/pdb6IWR/pdb
PDB-PD	Q86SG5_PF01023_6_47	4AQI	A	http://doi.org/10.2210/pdb4AQI/pdb
PDB-PD	Q86SR1_PF00652_459_587	2D7I	A	http://doi.org/10.2210/pdb2D7I/pdb
PDB-PD	Q86SX6_PF00462_54_119	2WUL	A	http://doi.org/10.2210/pdb2WUL/pdb
PDB-PD	Q86T24_PF00651_22_120	3M4T	A	http://doi.org/10.2210/pdb3M4T/pdb
PDB-PD	Q86T82_PF16674_1_105	3U12	A	http://doi.org/10.2210/pdb3U12/pdb
PDB-PD	Q86TI2_PF00326_658_863	6EOR	B	http://doi.org/10.2210/pdb6EOR/pdb
PDB-PD	Q86TM3_PF00270_246_417	3IUY	A	http://doi.org/10.2210/pdb3IUY/pdb
PDB-PD	Q86TM6_PF13639_289_330	6A3Z	A	http://doi.org/10.2210/pdb6A3Z/pdb
PDB-PD	Q86TU7_PF09273_344_475	6MBK	A	http://doi.org/10.2210/pdb6MBK/pdb
PDB-PD	Q86U06_PF00076_168_236	2CQ4	A	http://doi.org/10.2210/pdb2CQ4/pdb
PDB-PD	Q86U06_PF00076_265_335	2DNZ	A	http://doi.org/10.2210/pdb2DNZ/pdb
PDB-PD	Q86U42_PF00076_174_243	3UCG	A	http://doi.org/10.2210/pdb3UCG/pdb
PDB-PD	Q86U86_PF00439_186_275	6ZNV	A	http://doi.org/10.2210/pdb6ZNV/pdb
PDB-PD	Q86U86_PF00439_393_475	3K2J	A	http://doi.org/10.2210/pdb3K2J/pdb
PDB-PD	Q86U86_PF00439_538_613	3TLP	A	http://doi.org/10.2210/pdb3TLP/pdb
PDB-PD	Q86U86_PF00439_54_139	3IU5	A	http://doi.org/10.2210/pdb3IU5/pdb
PDB-PD	Q86U86_PF00439_667_751	5FH7	A	http://doi.org/10.2210/pdb5FH7/pdb
PDB-PD	Q86U86_PF00439_783_867	3IU6	A	http://doi.org/10.2210/pdb3IU6/pdb
PDB-PD	Q86U86_PF01426_956_1074	6OXB	F	http://doi.org/10.2210/pdb6OXB/pdb
PDB-PD	Q86UE8_PF00069_462_741	5O0Y	A	http://doi.org/10.2210/pdb5O0Y/pdb
PDB-PD	Q86UL8_PF00595_1147_1226	1WFV	A	http://doi.org/10.2210/pdb1WFV/pdb
PDB-PD	Q86UL8_PF00595_426_506	1UEQ	A	http://doi.org/10.2210/pdb1UEQ/pdb
PDB-PD	Q86UL8_PF00595_605_679	1UJV	A	http://doi.org/10.2210/pdb1UJV/pdb
PDB-PD	Q86UL8_PF00595_778_859	1UEP	A	http://doi.org/10.2210/pdb1UEP/pdb
PDB-PD	Q86UL8_PF00595_920_1007	1UEW	A	http://doi.org/10.2210/pdb1UEW/pdb
PDB-PD	Q86UR1_PF00018_405_450	7CFZ	A	http://doi.org/10.2210/pdb7CFZ/pdb
PDB-PD	Q86UR5_PF00595_605_689	2CSS	A	http://doi.org/10.2210/pdb2CSS/pdb
PDB-PD	Q86US8_PF13638_1248_1409	2DOK	A	http://doi.org/10.2210/pdb2DOK/pdb
PDB-PD	Q86UT5_PF00595_330_409	2V90	F	http://doi.org/10.2210/pdb2V90/pdb
PDB-PD	Q86UW9_PF00097_412_472	6Y2X	A	http://doi.org/10.2210/pdb6Y2X/pdb
PDB-PD	Q86UW9_PF18102_480_614	6Y2X	A	http://doi.org/10.2210/pdb6Y2X/pdb
PDB-PD	Q86UX7_PF00169_355_457	7C3M	C	http://doi.org/10.2210/pdb7C3M/pdb
PDB-PD	Q86UX7_PF00373_258_558	7C3M	C	http://doi.org/10.2210/pdb7C3M/pdb
PDB-PD	Q86UX7_PF18124_11_98	6V9G	A	http://doi.org/10.2210/pdb6V9G/pdb
PDB-PD	Q86V25_PF14822_47_291	6J4P	A	http://doi.org/10.2210/pdb6J4P/pdb
PDB-PD	Q86V35_PF13499_35_99	2LV7	A	http://doi.org/10.2210/pdb2LV7/pdb
PDB-PD	Q86V81_PF00076_108_177	3ULH	A	http://doi.org/10.2210/pdb3ULH/pdb
PDB-PD	Q86VK4_PF00096_249_273	6WMI	A	http://doi.org/10.2210/pdb6WMI/pdb
PDB-PD	Q86VN1_PF11605_2_88	2HTH	B	http://doi.org/10.2210/pdb2HTH/pdb
PDB-PD	Q86VP1_PF17751_17_120	4NLH	A	http://doi.org/10.2210/pdb4NLH/pdb
PDB-PD	Q86VP1_PF18112_728_754	4BMJ	K	http://doi.org/10.2210/pdb4BMJ/pdb
PDB-PD	Q86VP1_PF18112_755_781	5YT6	B	http://doi.org/10.2210/pdb5YT6/pdb
PDB-PD	Q86VQ6_PF00462_68_130	3H8Q	A	http://doi.org/10.2210/pdb3H8Q/pdb
PDB-PD	Q86VS8_PF19047_11_161	6B9H	A	http://doi.org/10.2210/pdb6B9H/pdb
PDB-PD	Q86VU5_PF01596_59_262	2AVD	A	http://doi.org/10.2210/pdb2AVD/pdb
PDB-PD	Q86VW2_PF00621_164_334	2RGN	B	http://doi.org/10.2210/pdb2RGN/pdb
PDB-PD	Q86W24_PF02758_14_89	4N1L	A	http://doi.org/10.2210/pdb4N1L/pdb
PDB-PD	Q86W26_PF02758_12_88	2M5V	A	http://doi.org/10.2210/pdb2M5V/pdb
PDB-PD	Q86WA6_PF00561_61_195	2OCG	A	http://doi.org/10.2210/pdb2OCG/pdb
PDB-PD	Q86WJ1_PF00176_49_328	7ENN	K	http://doi.org/10.2210/pdb7ENN/pdb
PDB-PD	Q86WJ1_PF00271_347_459	7ENN	K	http://doi.org/10.2210/pdb7ENN/pdb
PDB-PD	Q86WT6_PF15227_41_81	6YXE	A	http://doi.org/10.2210/pdb6YXE/pdb
PDB-PD	Q86WV1_PF00169_108_210	1U5D	A	http://doi.org/10.2210/pdb1U5D/pdb
PDB-PD	Q86WV5_PF15490_3_119	4JOI	C	http://doi.org/10.2210/pdb4JOI/pdb
PDB-PD	Q86XE0_PF00787_50_164	6E8R	A	http://doi.org/10.2210/pdb6E8R/pdb
PDB-PD	Q86XE3_PF13833_449_502	6AGI	A	http://doi.org/10.2210/pdb6AGI/pdb
PDB-PD	Q86XE5_PF00701_34_323	3S5O	A	http://doi.org/10.2210/pdb3S5O/pdb
PDB-PD	Q86XI6_PF03370_127_233	2EEF	A	http://doi.org/10.2210/pdb2EEF/pdb
PDB-PD	Q86XN8_PF00013_275_336	2DGR	A	http://doi.org/10.2210/pdb2DGR/pdb
PDB-PD	Q86XP0_PF00168_22_126	5IZ5	A	http://doi.org/10.2210/pdb5IZ5/pdb
PDB-PD	Q86XP0_PF18695_163_270	5IZ5	A	http://doi.org/10.2210/pdb5IZ5/pdb
PDB-PD	Q86XR7_PF13676_81_210	2M1W	A	http://doi.org/10.2210/pdb2M1W/pdb
PDB-PD	Q86XR8_PF06657_348_421	4L0R	A	http://doi.org/10.2210/pdb4L0R/pdb
PDB-PD	Q86Y01_PF00097_411_471	6Y5P	A	http://doi.org/10.2210/pdb6Y5P/pdb
PDB-PD	Q86Y01_PF18102_479_613	6Y5P	A	http://doi.org/10.2210/pdb6Y5P/pdb
PDB-PD	Q86Y07_PF00069_29_311	2V62	A	http://doi.org/10.2210/pdb2V62/pdb
PDB-PD	Q86Y78_PF16975_40_145	6GBI	A	http://doi.org/10.2210/pdb6GBI/pdb
PDB-PD	Q86Y82_PF14523_29_132	2DNX	A	http://doi.org/10.2210/pdb2DNX/pdb
PDB-PD	Q86YI8_PF00628_234_280	3O7A	A	http://doi.org/10.2210/pdb3O7A/pdb
PDB-PD	Q86YS6_PF00071_20_182	2HUP	A	http://doi.org/10.2210/pdb2HUP/pdb
PDB-PD	Q86YT6_PF00569_79_124	4XI6	A	http://doi.org/10.2210/pdb4XI6/pdb
PDB-PD	Q86YT6_PF06701_154_219	4XI6	A	http://doi.org/10.2210/pdb4XI6/pdb
PDB-PD	Q86YT6_PF06701_15_72	4XI6	A	http://doi.org/10.2210/pdb4XI6/pdb
PDB-PD	Q86YT6_PF18346_246_311	4TSE	A	http://doi.org/10.2210/pdb4TSE/pdb
PDB-PD	Q86YT6_PF18346_333_397	4XI6	A	http://doi.org/10.2210/pdb4XI6/pdb
PDB-PD	Q86YV6_PF00069_106_361	2X4F	A	http://doi.org/10.2210/pdb2X4F/pdb
PDB-PD	Q86Z14_PF00232_376_508	5VAK	A	http://doi.org/10.2210/pdb5VAK/pdb
PDB-PD	Q86Z14_PF00232_517_967	5VAN	A	http://doi.org/10.2210/pdb5VAN/pdb
PDB-PD	Q86Z14_PF00232_77_388	5VAK	A	http://doi.org/10.2210/pdb5VAK/pdb
PDB-PD	Q8IU54_PF15177_31_187	3OG6	A	http://doi.org/10.2210/pdb3OG6/pdb
PDB-PD	Q8IU60_PF00293_95_221	5QOQ	A	http://doi.org/10.2210/pdb5QOQ/pdb
PDB-PD	Q8IU85_PF00069_23_279	6QP5	A	http://doi.org/10.2210/pdb6QP5/pdb
PDB-PD	Q8IUC6_PF17798_1_148	4BSX	A	http://doi.org/10.2210/pdb4BSX/pdb
PDB-PD	Q8IUH3_PF00076_113_186	7CSZ	A	http://doi.org/10.2210/pdb7CSZ/pdb
PDB-PD	Q8IUH3_PF00076_31_97	7CSZ	A	http://doi.org/10.2210/pdb7CSZ/pdb
PDB-PD	Q8IUN9_PF00059_198_306	6PY1	A	http://doi.org/10.2210/pdb6PY1/pdb
PDB-PD	Q8IUX4_PF08210_200_370	3WUS	A	http://doi.org/10.2210/pdb3WUS/pdb
PDB-PD	Q8IV16_PF00021_65_137	6OAU	C	http://doi.org/10.2210/pdb6OAU/pdb
PDB-PD	Q8IV48_PF02037_76_110	4QOZ	B	http://doi.org/10.2210/pdb4QOZ/pdb
PDB-PD	Q8IV63_PF00069_202_451	2JII	A	http://doi.org/10.2210/pdb2JII/pdb
PDB-PD	Q8IVD9_PF04969_188_267	1WGV	A	http://doi.org/10.2210/pdb1WGV/pdb
PDB-PD	Q8IVH2_PF00250_466_547	6XAT	A	http://doi.org/10.2210/pdb6XAT/pdb
PDB-PD	Q8IVH4_PF03308_101_384	2WWW	A	http://doi.org/10.2210/pdb2WWW/pdb
PDB-PD	Q8IVH8_PF00069_16_273	5J5T	A	http://doi.org/10.2210/pdb5J5T/pdb
PDB-PD	Q8IVI9_PF14604_445_493	2YUN	A	http://doi.org/10.2210/pdb2YUN/pdb
PDB-PD	Q8IVL1_PF00307_88_193	2YRN	A	http://doi.org/10.2210/pdb2YRN/pdb
PDB-PD	Q8IVL8_PF00246_56_336	5MRV	A	http://doi.org/10.2210/pdb5MRV/pdb
PDB-PD	Q8IVS2_PF00698_64_346	2C2N	A	http://doi.org/10.2210/pdb2C2N/pdb
PDB-PD	Q8IVT5_PF07714_613_877	7JUW	B	http://doi.org/10.2210/pdb7JUW/pdb
PDB-PD	Q8IVW4_PF00069_4_286	3ZDU	A	http://doi.org/10.2210/pdb3ZDU/pdb
PDB-PD	Q8IW19_PF10283_376_401	2KUO	A	http://doi.org/10.2210/pdb2KUO/pdb
PDB-PD	Q8IW19_PF17913_8_101	5W7W	A	http://doi.org/10.2210/pdb5W7W/pdb
PDB-PD	Q8IW75_PF00079_50_411	4IF8	A	http://doi.org/10.2210/pdb4IF8/pdb
PDB-PD	Q8IWA4_PF00350_78_238	5GO4	A	http://doi.org/10.2210/pdb5GO4/pdb
PDB-PD	Q8IWE5_PF00169_772_873	3CXB	B	http://doi.org/10.2210/pdb3CXB/pdb
PDB-PD	Q8IWL3_PF07743_157_229	3BVO	A	http://doi.org/10.2210/pdb3BVO/pdb
PDB-PD	Q8IWL3_PF18256_39_65	3BVO	A	http://doi.org/10.2210/pdb3BVO/pdb
PDB-PD	Q8IWS0_PF13771_239_330	4NN2	A	http://doi.org/10.2210/pdb4NN2/pdb
PDB-PD	Q8IWT1_PF07686_37_151	6VSV	A	http://doi.org/10.2210/pdb6VSV/pdb
PDB-PD	Q8IWU9_PF00351_152_482	4V06	A	http://doi.org/10.2210/pdb4V06/pdb
PDB-PD	Q8IX04_PF00056_183_316	3DL2	A	http://doi.org/10.2210/pdb3DL2/pdb
PDB-PD	Q8IX04_PF02866_319_470	2I6T	B	http://doi.org/10.2210/pdb2I6T/pdb
PDB-PD	Q8IX05_PF00059_45_155	2NAN	A	http://doi.org/10.2210/pdb2NAN/pdb
PDB-PD	Q8IXI2_PF00071_6_168	6D71	B	http://doi.org/10.2210/pdb6D71/pdb
PDB-PD	Q8IXK2_PF00652_445_574	6PXU	A	http://doi.org/10.2210/pdb6PXU/pdb
PDB-PD	Q8IXQ6_PF01661_335_446	5AIL	A	http://doi.org/10.2210/pdb5AIL/pdb
PDB-PD	Q8IY67_PF00076_134_204	3SMZ	A	http://doi.org/10.2210/pdb3SMZ/pdb
PDB-PD	Q8IY67_PF00076_224_293	3SMZ	A	http://doi.org/10.2210/pdb3SMZ/pdb
PDB-PD	Q8IY67_PF00076_61_124	3SMZ	A	http://doi.org/10.2210/pdb3SMZ/pdb
PDB-PD	Q8IY92_PF00651_681_793	4UYI	A	http://doi.org/10.2210/pdb4UYI/pdb
PDB-PD	Q8IYB5_PF01412_18_132	2CRR	A	http://doi.org/10.2210/pdb2CRR/pdb
PDB-PD	Q8IYB8_PF00271_352_475	3RC3	A	http://doi.org/10.2210/pdb3RC3/pdb
PDB-PD	Q8IYB8_PF18114_62_179	3RC3	A	http://doi.org/10.2210/pdb3RC3/pdb
PDB-PD	Q8IYB8_PF18147_556_598	3RC3	A	http://doi.org/10.2210/pdb3RC3/pdb
PDB-PD	Q8IYD8_PF02732_1826_1948	4BXO	A	http://doi.org/10.2210/pdb4BXO/pdb
PDB-PD	Q8IYD8_PF16783_675_790	4E45	O	http://doi.org/10.2210/pdb4E45/pdb
PDB-PD	Q8IYH5_PF00249_652_703	2YUM	A	http://doi.org/10.2210/pdb2YUM/pdb
PDB-PD	Q8IYH5_PF00569_817_865	6E86	B	http://doi.org/10.2210/pdb6E86/pdb
PDB-PD	Q8IYK8_PF00071_116_279	3CBQ	A	http://doi.org/10.2210/pdb3CBQ/pdb
PDB-PD	Q8IYM1_PF00735_46_323	6MQ9	A	http://doi.org/10.2210/pdb6MQ9/pdb
PDB-PD	Q8IYM2_PF04326_200_335	7LRE	A	http://doi.org/10.2210/pdb7LRE/pdb
PDB-PD	Q8IYN6_PF14555_11_53	2DZL	A	http://doi.org/10.2210/pdb2DZL/pdb
PDB-PD	Q8IYS0_PF16016_329_477	6GN5	A	http://doi.org/10.2210/pdb6GN5/pdb
PDB-PD	Q8IYS5_PF13895_32_123	5EIQ	A	http://doi.org/10.2210/pdb5EIQ/pdb
PDB-PD	Q8IYT8_PF00069_9_271	6QAV	C	http://doi.org/10.2210/pdb6QAV/pdb
PDB-PD	Q8IYU8_PF13833_347_394	6LB7	B	http://doi.org/10.2210/pdb6LB7/pdb
PDB-PD	Q8IYV9_PF16706_168_255	5JK9	A	http://doi.org/10.2210/pdb5JK9/pdb
PDB-PD	Q8IZ41_PF00071_543_710	2P5S	A	http://doi.org/10.2210/pdb2P5S/pdb
PDB-PD	Q8IZ41_PF13499_10_72	2PMY	A	http://doi.org/10.2210/pdb2PMY/pdb
PDB-PD	Q8IZD2_PF00628_120_166	4L58	A	http://doi.org/10.2210/pdb4L58/pdb
PDB-PD	Q8IZI9_PF15177_34_192	3HHC	B	http://doi.org/10.2210/pdb3HHC/pdb
PDB-PD	Q8IZP6_PF13920_253_300	2CSY	A	http://doi.org/10.2210/pdb2CSY/pdb
PDB-PD	Q8IZQ1_PF01363_3449_3515	6W9N	A	http://doi.org/10.2210/pdb6W9N/pdb
PDB-PD	Q8IZT8_PF00685_90_339	3BD9	A	http://doi.org/10.2210/pdb3BD9/pdb
PDB-PD	Q8IZU9_PF13927_419_503	2CRY	A	http://doi.org/10.2210/pdb2CRY/pdb
PDB-PD	Q8IZX4_PF00439_1530_1614	3HMH	A	http://doi.org/10.2210/pdb3HMH/pdb
PDB-PD	Q8N0W4_PF00135_44_590	3BE8	A	http://doi.org/10.2210/pdb3BE8/pdb
PDB-PD	Q8N0Z6_PF16669_318_432	2XVS	A	http://doi.org/10.2210/pdb2XVS/pdb
PDB-PD	Q8N122_PF14538_55_206	6U62	A	http://doi.org/10.2210/pdb6U62/pdb
PDB-PD	Q8N126_PF07686_35_127	1Z9M	A	http://doi.org/10.2210/pdb1Z9M/pdb
PDB-PD	Q8N149_PF13895_28_116	2OTP	A	http://doi.org/10.2210/pdb2OTP/pdb
PDB-PD	Q8N157_PF00018_1057_1103	4ESR	A	http://doi.org/10.2210/pdb4ESR/pdb
PDB-PD	Q8N1Q1_PF00194_12_261	5OGJ	A	http://doi.org/10.2210/pdb5OGJ/pdb
PDB-PD	Q8N1Q8_PF03061_154_229	4AE7	A	http://doi.org/10.2210/pdb4AE7/pdb
PDB-PD	Q8N1W1_PF17838_1069_1188	6BC1	C	http://doi.org/10.2210/pdb6BC1/pdb
PDB-PD	Q8N2I9_PF00069_40_328	5L2Q	D	http://doi.org/10.2210/pdb5L2Q/pdb
PDB-PD	Q8N2K1_PF00179_16_136	2F4W	A	http://doi.org/10.2210/pdb2F4W/pdb
PDB-PD	Q8N2Q7_PF00135_51_646	5OJK	A	http://doi.org/10.2210/pdb5OJK/pdb
PDB-PD	Q8N2Z9_PF15630_17_92	4NE3	A	http://doi.org/10.2210/pdb4NE3/pdb
PDB-PD	Q8N335_PF07479_195_342	2PLA	A	http://doi.org/10.2210/pdb2PLA/pdb
PDB-PD	Q8N371_PF13621_192_416	4GJZ	A	http://doi.org/10.2210/pdb4GJZ/pdb
PDB-PD	Q8N3C7_PF01302_487_551	2Z0W	A	http://doi.org/10.2210/pdb2Z0W/pdb
PDB-PD	Q8N3R9_PF00595_256_333	4UU5	A	http://doi.org/10.2210/pdb4UU5/pdb
PDB-PD	Q8N3R9_PF00625_478_662	4WSI	B	http://doi.org/10.2210/pdb4WSI/pdb
PDB-PD	Q8N3R9_PF07653_349_415	4WSI	A	http://doi.org/10.2210/pdb4WSI/pdb
PDB-PD	Q8N423_PF13895_28_118	6BCS	A	http://doi.org/10.2210/pdb6BCS/pdb
PDB-PD	Q8N448_PF00595_339_419	5E1Y	A	http://doi.org/10.2210/pdb5E1Y/pdb
PDB-PD	Q8N448_PF13923_49_86	5DIN	A	http://doi.org/10.2210/pdb5DIN/pdb
PDB-PD	Q8N465_PF01565_100_239	6LPN	A	http://doi.org/10.2210/pdb6LPN/pdb
PDB-PD	Q8N465_PF02913_275_516	6LPN	B	http://doi.org/10.2210/pdb6LPN/pdb
PDB-PD	Q8N4A0_PF00652_444_574	6H0B	A	http://doi.org/10.2210/pdb6H0B/pdb
PDB-PD	Q8N4E7_PF00210_77_218	7O6C	A	http://doi.org/10.2210/pdb7O6C/pdb
PDB-PD	Q8N4Q0_PF00107_184_322	2C0C	A	http://doi.org/10.2210/pdb2C0C/pdb
PDB-PD	Q8N4Q1_PF06747_64_100	2K3J	A	http://doi.org/10.2210/pdb2K3J/pdb
PDB-PD	Q8N4S9_PF07303_446_548	5N7K	B	http://doi.org/10.2210/pdb5N7K/pdb
PDB-PD	Q8N4T8_PF13561_8_234	4CQM	C	http://doi.org/10.2210/pdb4CQM/pdb
PDB-PD	Q8N4X5_PF00169_338_445	2COF	A	http://doi.org/10.2210/pdb2COF/pdb
PDB-PD	Q8N539_PF00147_240_457	6ZQX	A	http://doi.org/10.2210/pdb6ZQX/pdb
PDB-PD	Q8N543_PF13661_141_238	4NHX	A	http://doi.org/10.2210/pdb4NHX/pdb
PDB-PD	Q8N5A5_PF18044_178_199	4II1	A	http://doi.org/10.2210/pdb4II1/pdb
PDB-PD	Q8N5K1_PF09360_70_115	4OOA	F	http://doi.org/10.2210/pdb4OOA/pdb
PDB-PD	Q8N5N7_PF10501_60_155	7OF0	h	http://doi.org/10.2210/pdb7OF0/pdb
PDB-PD	Q8N5S9_PF00069_128_409	6CCF	A	http://doi.org/10.2210/pdb6CCF/pdb
PDB-PD	Q8N5Y8_PF18084_11_90	6HXS	C	http://doi.org/10.2210/pdb6HXS/pdb
PDB-PD	Q8N5Z0_PF00155_43_417	6D0A	A	http://doi.org/10.2210/pdb6D0A/pdb
PDB-PD	Q8N5Z5_PF02214_33_124	5A6R	A	http://doi.org/10.2210/pdb5A6R/pdb
PDB-PD	Q8N608_PF00326_580_784	4WJL	A	http://doi.org/10.2210/pdb4WJL/pdb
PDB-PD	Q8N668_PF17221_6_107	2H2M	A	http://doi.org/10.2210/pdb2H2M/pdb
PDB-PD	Q8N684_PF00076_84_156	3N9U	C	http://doi.org/10.2210/pdb3N9U/pdb
PDB-PD	Q8N6C8_PF13895_28_118	3Q2C	A	http://doi.org/10.2210/pdb3Q2C/pdb
PDB-PD	Q8N6H7_PF01412_11_122	2P57	A	http://doi.org/10.2210/pdb2P57/pdb
PDB-PD	Q8N6N7_PF00887_4_79	3EPY	A	http://doi.org/10.2210/pdb3EPY/pdb
PDB-PD	Q8N6R0_PF01564_472_628	5WCJ	A	http://doi.org/10.2210/pdb5WCJ/pdb
PDB-PD	Q8N6T3_PF01412_7_120	3DWD	A	http://doi.org/10.2210/pdb3DWD/pdb
PDB-PD	Q8N6W0_PF00076_136_204	2DNH	A	http://doi.org/10.2210/pdb2DNH/pdb
PDB-PD	Q8N766_PF07774_787_992	7ADO	A	http://doi.org/10.2210/pdb7ADO/pdb
PDB-PD	Q8N807_PF00085_388_491	5XF7	A	http://doi.org/10.2210/pdb5XF7/pdb
PDB-PD	Q8N807_PF00085_44_150	5XF7	A	http://doi.org/10.2210/pdb5XF7/pdb
PDB-PD	Q8N807_PF13848_180_365	5XF7	A	http://doi.org/10.2210/pdb5XF7/pdb
PDB-PD	Q8N8N7_PF00107_166_305	2ZB4	A	http://doi.org/10.2210/pdb2ZB4/pdb
PDB-PD	Q8N8Q3_PF04493_23_241	6OZE	A	http://doi.org/10.2210/pdb6OZE/pdb
PDB-PD	Q8N8S7_PF00568_1_108	7A5M	A	http://doi.org/10.2210/pdb7A5M/pdb
PDB-PD	Q8N8U2_PF00385_7_57	4HAE	A	http://doi.org/10.2210/pdb4HAE/pdb
PDB-PD	Q8N960_PF00168_517_565	6FLK	A	http://doi.org/10.2210/pdb6FLK/pdb
PDB-PD	Q8N960_PF00168_9_114	6FLJ	A	http://doi.org/10.2210/pdb6FLJ/pdb
PDB-PD	Q8N983_PF05047_43_95	7OF0	b	http://doi.org/10.2210/pdb7OF0/pdb
PDB-PD	Q8N9L9_PF08840_203_412	3K2I	A	http://doi.org/10.2210/pdb3K2I/pdb
PDB-PD	Q8N9N8_PF01176_24_87	6ZXG	j	http://doi.org/10.2210/pdb6ZXG/pdb
PDB-PD	Q8NA54_PF00240_131_202	2DAF	A	http://doi.org/10.2210/pdb2DAF/pdb
PDB-PD	Q8NAP3_PF00096_1038_1060	6E94	A	http://doi.org/10.2210/pdb6E94/pdb
PDB-PD	Q8NAT2_PF12872_7_76	3S93	A	http://doi.org/10.2210/pdb3S93/pdb
PDB-PD	Q8NAU1_PF00041_35_117	4LSD	B	http://doi.org/10.2210/pdb4LSD/pdb
PDB-PD	Q8NB16_PF07714_209_466	4MWI	A	http://doi.org/10.2210/pdb4MWI/pdb
PDB-PD	Q8NB78_PF01593_392_820	4HSU	A	http://doi.org/10.2210/pdb4HSU/pdb
PDB-PD	Q8NB78_PF04433_282_364	4HSU	A	http://doi.org/10.2210/pdb4HSU/pdb
PDB-PD	Q8NB78_PF07496_138_191	4FWE	A	http://doi.org/10.2210/pdb4FWE/pdb
PDB-PD	Q8NBF2_PF13905_78_174	6GC1	A	http://doi.org/10.2210/pdb6GC1/pdb
PDB-PD	Q8NBJ7_PF03781_26_292	1Y4J	A	http://doi.org/10.2210/pdb1Y4J/pdb
PDB-PD	Q8NBK3_PF03781_87_367	1Z70	X	http://doi.org/10.2210/pdb1Z70/pdb
PDB-PD	Q8NBP7_PF00082_177_437	6XIC	B	http://doi.org/10.2210/pdb6XIC/pdb
PDB-PD	Q8NBP7_PF05922_77_152	7S5H	A	http://doi.org/10.2210/pdb7S5H/pdb
PDB-PD	Q8NBP7_PF18459_449_531	6U26	B	http://doi.org/10.2210/pdb6U26/pdb
PDB-PD	Q8NBP7_PF18463_602_682	7ANQ	A	http://doi.org/10.2210/pdb7ANQ/pdb
PDB-PD	Q8NBP7_PF18464_535_600	5VLP	A	http://doi.org/10.2210/pdb5VLP/pdb
PDB-PD	Q8NBQ5_PF00106_37_233	1YB1	A	http://doi.org/10.2210/pdb1YB1/pdb
PDB-PD	Q8NBS9_PF00085_190_292	3WGX	A	http://doi.org/10.2210/pdb3WGX/pdb
PDB-PD	Q8NBS9_PF00085_323_426	3UVT	A	http://doi.org/10.2210/pdb3UVT/pdb
